name,type,deal_date,market_median,multiplier,LTM,age,ID,price
Adventure Club: Streaming-Driven EDM,life_of_rights,2020-07-24,,9.28,6021.0,5.27,3163,55855.0
Pop Catalog with Global Reach,partial_10_year,2020-07-22,,4.23,3902.0,9.41,2829,16500.0
Pop & R&B: Ariana Grande + Tank,life_of_rights,2020-07-21,,22.41,679.0,5.11,3155,15217.0
Streaming Driven Wale “Let It Go” and More,life_of_rights,2020-07-18,,16.29,574.0,2.47,3152,9348.0
Asset #3340,partial_10_year,2020-07-15,,5.55,1800.0,11.28,3340,9989.0
R&B Catalog Featuring Recent Releases,partial_10_year,2020-07-11,,5.91,1726.0,2.72,3247,10200.0
Growing Alternative Rock Catalog: Have Mercy,partial_10_year,2020-07-03,,10.08,744.0,5.08,2803,7500.0
Asset #2833,partial_10_year,2020-06-27,,6.25,944.0,13.99,2833,5900.0
New Hip-Hop Earnings from Streaming,partial_10_year,2020-06-24,,4.17,3000.0,2.83,3214,12500.0
Hip-Hop Single From XXXTentacion,partial_10_year,2020-06-24,,4.65,2677.0,2.75,3213,12447.0
Asset #3186,partial_10_year,2020-06-16,,8.82,499.0,6.11,3186,4400.0
No. 1 Hip-Hop Single: “Roger That”,partial_10_year,2020-05-16,,8.95,1078.0,10.25,3151,9650.0
"Theme Song From Fox's ""Raising Hope""",partial_10_year,2020-05-14,,2.61,4593.0,9.25,2823,12000.0
International Catalog Featuring Shakira and More,partial_10_year,2020-05-11,,4.1,12806.0,6.26,3190,52500.0
10-Year-Old Hip-Hop/Electronica,partial_10_year,2020-04-28,,9.23,685.0,9.77,2828,6316.0
10-Year-Old Consistent Rock from Evans Blue,partial_10_year,2020-04-25,,6.43,1015.0,9.37,2809,6522.0
Akon's 3x Platinum Hit “Don't Matter”,life_of_rights,2020-04-15,,12.07,3314.0,13.3,3046,40000.0
Streaming-Driven New Releases,partial_10_year,2020-04-07,,2.42,3010.0,1.88,3117,7300.0
Dickie Goodman: Pioneer of Sampling,life_of_rights,2020-03-19,,6.6,2947.0,16.39,3082,19452.0
Multi-Platinum Ariana Grande & Justin Bieber,partial_10_year,2020-03-04,,6.01,1598.0,6.5,3211,9600.0
Asset #3116,partial_10_year,2020-03-02,,5.18,3265.0,9.25,3116,16900.0
Growing Streaming Earnings from Hip-Hop,partial_10_year,2020-02-25,,3.81,9674.0,2.64,2813,36842.0
Asset #3048,partial_10_year,2020-02-22,,4.08,15476.0,7.95,3048,63219.0
Platinum Performance Royalties: Nicki Minaj & Rihanna,partial_10_year,,,,18191.0,11.28,3307,
Asset #3113,partial_10_year,2020-02-11,,5.43,1377.0,14.97,3113,7475.0
Asset #3079,partial_10_year,2020-02-06,,6.93,1473.0,18.32,3079,10215.0
"Reality TV Placements: E! Network, Bravo, and More",partial_10_year,2020-02-06,,4.16,6833.0,4.6,2816,28409.0
Theme Song for Bravo Reality Series,life_of_rights,2020-02-04,,8.3,2010.0,11.1,3060,16685.0
Asset #3083,partial_10_year,2020-02-03,,0.57,4261.0,0.84,3083,2441.0
Asset #2990,partial_10_year,2020-01-20,,3.89,2238.0,18.28,2990,8696.0
Music From Popular Children’s TV Series,partial_10_year,2020-01-19,,4.88,4285.0,8.95,2784,20895.0
Asset #3033,partial_10_year,2020-01-14,,3.21,997.0,3.26,3033,3200.0
Asset #2972,partial_10_year,2020-01-07,,5.05,938.0,13.51,2972,4737.0
Asset #2919,partial_10_year,2019-12-01,,4.57,2953.0,4.62,2919,13500.0
Asset #2901,partial_10_year,2019-11-29,,4.16,7080.0,16.93,2901,29474.0
Commercial Music Placed in TV and Film,partial_10_year,2019-11-27,,2.38,9270.0,5.45,2798,22105.0
Rock + Production Music in TV & Commercials,partial_10_year,2019-11-24,,4.93,1708.0,3.25,2820,8421.0
Asset #2915,partial_10_year,2019-11-16,,3.11,3220.0,3.74,2915,10000.0
80s-90s Hip-Hop/Electronic Featuring The Prodigy,partial_10_year,2019-11-10,,4.21,5755.0,5.8,2904,24200.0
R&B From Grammy-Nominated Amerie,partial_10_year,2019-11-06,,4.23,5434.0,12.37,2795,23000.0
"Production Catalog: Latin, Urban & Hip-Hop",partial_10_year,2019-09-12,,2.66,8843.0,3.19,2824,23529.0
"Streaming-Driven, 10-Year Old Hip-Hop",partial_10_year,,,,64398.0,14.23,2837,
Multi-Platinum Ariana Grande & Justin Bieber,partial_10_year,,,6.28,1672.0,11.51,3800,
"""Chill Bill"" by Rob $tone featuring J.Davis & Spooks",partial_30_year,2024-10-27,,10.5,1643.0,8.24,4292,17250.0
"Lil Durk's ""Petty Too"" - Songwriter Royalties",life_of_rights,2025-03-17,,7.41,4518.0,2.81,5788,33500.0
Songwriter Royalties From Popular Angel Taylor Tracks,partial_10_year,,,7.22,1385.0,14.17,5745,
Pop & Hip-Hop With International Influence,partial_10_year,2024-12-07,,2.52,951.0,11.64,5720,2400.0
Grammy-Awarded Artist Chris Brown,partial_10_year,,,4.16,3608.0,8.73,5710,
International Pop & Hip-Hop Catalog,partial_10_year,,,,1249.0,9.23,5690,
R&B & Pop Catalog: Featuring Trey Songz,partial_10_year,,,4.02,995.0,10.72,5568,
Streaming Hip-Hop Catalog,partial_10_year,,,7.37,814.0,10.74,5567,
"Reality TV Placements: E! Network, Bravo, and More",partial_10_year,2024-11-22,,2.9,861.0,9.42,5566,2500.0
10-Year-Old Consistent Rock from Evans Blue,partial_10_year,2025-03-31,,2.85,2701.0,14.19,5528,7700.0
International Pop and Hip-Hop,partial_10_year,,,4.58,1901.0,5.61,5514,
Consistent Smooth Jazz Royalties,partial_10_year,,,,5116.0,12.73,5477,
"Royalties from Coldplay & Beyonce's ""Hymn for the Weekend""",partial_10_year,,,,11174.0,9.0,5295,
Diverse Pop & R&B Catalog,partial_10_year,,,,17993.0,12.77,4077,
"Fergie Hit ""L.A. Love"" and More Streaming Heavy Royalties",partial_10_year,,,,10900.0,11.29,3965,
Streaming-Driven New Releases,partial_10_year,,,,234.0,6.85,3738,
25-Year-Old #1 Dance Club Hit,partial_10_year,,,,27493.0,27.0,3660,
Songwriting Royalties for The Outsiders,life_of_rights,,,13.0,3055.0,59.24,6160,39700.0
"Lil Baby, Drake, Juice WRLD + more - Songwriting Royalties",life_of_rights,,,6.5,43432.0,7.0,6145,282400.0
Escape The Fate - Songwriter Royalties,life_of_rights,,,9.04,6350.0,11.82,6146,57400.0
Publishing Royalties for Ocean Colour Scene,life_of_rights,,,10.32,12859.0,27.32,6144,132700.0
"Shoreline Mafia's ""Perc Popper"" & More - Songwriter Royalties",life_of_rights,,,6.06,2824.0,5.35,6142,17100.0
"JDot Breezy, Spinabenz, Whoppa Wit Da Choppa + more - Songwriting Royalties",30_year,,,4.58,5091.0,4.82,6153,23300.0
Sound Recording Royalties for Ocean Colour Scene,life_of_rights,2025-04-09,,9.56,16850.0,25.9,6132,161000.0
"Modern Pop from Jukebox the Ghost, Sheppard, The Vamps and More",life_of_rights,2025-04-01,,8.14,12372.0,6.84,5318,100699.0
Royalties from Mouthwash - Listerine,life_of_rights,,,24.93,2559.0,143.51,5963,63800.0
Sound Recording Royalties for B-Legit,life_of_rights,2025-04-03,,6.2,19022.0,6.39,5875,118000.0
Shrek Film Music,life_of_rights,2025-04-02,,17.83,8464.0,22.43,6127,150908.0
"No. 1 Hip-Hop Single: ""Roger That""",partial_10_year,2025-03-30,,2.55,1451.0,14.97,3762,3701.0
"Color Me Badd's ""I Adore Mi Amor"" - Songwriter Royalties",partial_30_year,2025-03-28,,10.45,2594.0,33.48,5703,27100.0
Songwriting Royalties for Sanctus Real,life_of_rights,2025-03-28,,4.81,6405.0,3.78,6083,30800.0
Music Used in Film and Television - Songwriting Royalties,fixed_return,2025-03-28,,4.46,8414.0,3.38,6108,37500.0
"Angel Haze feat. Sia, Nick Jonas + More - Songwriter Royalties",30_year,2025-03-26,,8.18,2689.0,10.82,6104,22000.0
Cage The Elephant Publishing Royalties,life_of_rights,2025-03-26,,16.25,3488.0,11.91,6106,56700.0
Listerine Mouthwash - Royalties in Perpetuity,life_of_rights,,,15.79,9598.0,143.51,6122,151500.0
"Simple Plan, Better Than Ezra, Cody Simpson + more - Songwriting Royalties",30_year,2025-03-17,,10.36,4439.0,13.13,6089,46000.0
"Coldplay Tracks ""High Speed"" & ""See You Soon""",life_of_rights,2025-03-19,,14.21,4926.0,24.33,6094,69998.0
Listerine Mouthwash Royalties in Perpetuity,life_of_rights,,,15.3,63986.0,143.51,6080,979200.0
"Pop Songwriting Royalties from Craig David, BTS, MK + More",life_of_rights,2025-03-16,,8.61,7653.0,4.14,6105,65888.0
"""2012"" by Chris Brown",life_of_rights,2025-03-18,,13.58,523.0,12.24,4914,7100.0
Classic Rock - Dire Straits Sound Recording Royalties,life_of_rights,2025-03-16,,19.11,3098.0,40.47,6078,59200.0
"Lil Dicky's ""Professional Rapper"" - Publisher Royalties",life_of_rights,2025-03-14,,7.99,8264.0,9.42,6103,66000.0
Publishing - Cage The Elephant Royalties,life_of_rights,2025-03-15,,15.48,1744.0,11.91,6081,27005.0
Music Used in Telemundo News & Telenovelas,fixed_return,2025-03-13,,0.88,39310.0,8.45,6062,34500.0
"How-To Book Royalties - Drawing, Becoming a Medium + more",fixed_return,2025-03-11,,2.9,101100.0,3.25,6093,293100.0
"Songwriter Royalties Ft. Dave East, Millyz, & Dej Loaf",life_of_rights,2025-03-08,,17.33,280.0,4.84,5192,4850.0
"Massive Attack, Jacob Banks, TV/Film Music + more - Songwriting & Publishing Royalties",life_of_rights,2025-03-08,,11.59,13373.0,11.41,6092,155051.0
"Yo Gotti's ""Pose"" ft. Megan Thee Stallion + More",partial_10_year,2025-03-07,,14.18,847.0,4.05,5447,12000.0
"""Why You Always Hatin?"" YG feat. Drake",partial_10_year,2025-03-07,,4.08,2198.0,8.74,3244,8974.0
"Trippie Redd, Saweetie, Logic + more - Songwriting Royalties",30_year,2025-03-06,,4.93,12179.0,4.24,6087,60000.0
"Songwriting Royalties from ""Aguanta Corazón""",life_of_rights,2025-03-06,,11.15,15904.0,60.0,6084,177400.0
"LeLe Pons, Fuego, Nicky Jam, J Balvin + more - Songwriting Rights",life_of_rights,2025-03-05,,10.08,11387.0,8.44,6071,114800.0
"Erykah Badu, Joy Anonymous + more - Songwriting Royalties",30_year,2025-02-28,,4.79,3132.0,21.05,6076,15000.0
Publishing Royalties: Luh Soldier & More,life_of_rights,2025-02-27,,7.55,2119.0,5.77,5231,16000.0
"Mya's ""Fallen"", Adina Howard’s “Freak Like Me” + More - Songwriter Royalties",30_year,2025-02-24,,7.88,14591.0,22.21,5921,115000.0
Sound Recording Royalties for Chet Baker,life_of_rights,,,8.62,24621.0,52.51,5992,212200.0
"Publishing Royalties from Elvie Shane, Drew Green + More",life_of_rights,2025-02-20,,5.4,19982.0,3.99,6059,108000.0
Publishing & Sound Recording Royalties for Bali Baby,life_of_rights,,,7.27,19814.0,6.83,6068,144000.0
"Trey Songz, Nicki Minaj, Drake, Justin Bieber + More",life_of_rights,2025-02-19,,13.51,25912.0,13.47,5260,350000.0
"""Bosses Linking With Bosses"" by Babyface Ray - Performance Royalties",30_year,2025-02-16,,2.61,5357.0,1.45,6050,14000.0
Stars Go Dim - Artist Streaming Royalties,fixed_return,2025-02-12,,4.46,44088.0,6.21,6049,196500.0
"Steve Aoki, BTS, Chanmina + more - Songwriting Royalties",life_of_rights,2025-02-14,,6.71,7065.0,4.77,6057,47400.0
"Stars Go Dim, Jason Crabb + More - Songwriter Royalties",fixed_return,2025-02-12,,4.95,5560.0,5.32,6046,27500.0
Jerry Garcia's Cherry Garcia - Trademark Royalties,30_year,2025-02-10,,10.47,11366.0,37.88,6051,119000.0
"Bow Wow, YFN Lucci, Young Dylan + More - Songwriter Royalties",partial_30_year,2025-02-06,,9.58,3393.0,15.85,5753,32500.0
Zayn and More - Publishing Performance Royalties,partial_10_year,2025-02-05,,5.19,577.0,4.74,5085,2999.0
Producer Royalties for NBA Youngboy - Sound Recording,fixed_return,2025-02-06,,3.5,14508.0,3.36,6040,50800.0
Royalties from How to Draw Cool Stuff - Book Sales,life_of_rights,2025-02-04,,2.81,31403.0,6.68,6025,88400.0
"Chris Brown’s “Under The Influence"" + “Lower Body” - Publishing Royalties",fixed_return,2025-02-05,,0.99,324825.0,5.25,5973,320000.0
"Lady Gaga, Beyoncé + more - Songwriting Rights",fixed_return,2025-02-04,,3.31,8314.0,14.57,6052,27500.0
Streaming-Heavy Royalties Featuring Pouya,partial_30_year,2025-02-03,,7.94,4031.0,5.81,4423,32000.0
Songwriting Royalties for Mac Lethal,30_year,2025-02-03,,8.32,1396.0,10.61,6022,11613.0
"Veeze, Babyface Ray, Icewear Vezzo + More - Publishing Royalties",fixed_return,2025-02-02,,2.08,77154.0,2.65,6047,160200.0
"T9INE, YFN Lucci, Deebaby + more - Songwriting & Publishing Royalties",life_of_rights,2025-02-02,,4.58,14402.0,3.57,6027,66000.0
Muddy Waters’ “Mannish Boy” + More Publishing Royalties,fixed_return,2025-01-31,,4.77,1479.0,67.08,5965,7050.0
Dire Straits - Rock Sound Recording Royalties,life_of_rights,2025-02-01,,15.8,15490.0,40.47,6036,244688.0
"Nicki Minaj, Chris Brown, + more - Songwriting Royalties",life_of_rights,2025-01-30,,7.32,3607.0,4.45,5953,26400.0
"Juice WRLD, Lil Baby, Lil Uzi Vert + more - Publishing Royalties",life_of_rights,2025-01-26,,5.3,76209.0,4.29,6028,403988.0
"""On Da Floor"" by Rylo Rodriguez - Publishing Royalties",life_of_rights,2025-01-23,,2.71,3685.0,1.51,6039,10000.0
"""My Boy"" by Elvie Shane - Songwriter Royalties",life_of_rights,2025-01-23,,6.71,6183.0,4.25,6020,41500.0
"Amy Winehouse, Dido + More - Publishing Royalties",life_of_rights,2025-01-17,,18.82,3187.0,17.83,5479,60001.0
"Sage The Gemini, Clyde Carson, The Team, + more - Publishing Royalties",life_of_rights,2025-01-18,,9.01,2369.0,11.83,6019,21350.0
Naomi August - Pop Songwriting Royalties,life_of_rights,2025-01-17,,8.15,8344.0,5.11,6013,68000.0
"Lil Peep, Chief Keef, $uicideBoy$, + more - Songwriting & Publishing Royalties",life_of_rights,2025-01-14,,6.97,14365.0,8.81,6009,100100.0
"Stan Walker's ""Bigger"" & Jasmine Sokko's ""Magnet""",life_of_rights,2025-01-14,,12.69,496.0,4.42,5282,6300.0
"B Young, GS, Phora, Toosii + More Publishing",life_of_rights,2025-01-15,,6.51,6725.0,4.24,5471,43800.0
Brick House & More - Publishing Performance Royalties,life_of_rights,2025-01-14,,17.4,3304.0,44.24,6021,57500.0
Songwriting Royalties for Flatbush Zombies,life_of_rights,2025-01-13,,7.74,8493.0,7.88,6014,65700.0
"R&B Songwriter Royalties: Case, Mary J. Blige, & Foxy Brown",life_of_rights,2025-01-10,,11.18,2237.0,26.57,5762,25000.0
"K-POP Publisher Royalties - MiSaMo, EXO, Billie, Super Junior + more",life_of_rights,2025-01-11,,4.09,29079.0,2.5,6010,119000.0
"Ramil', Shaun Milli + More - Publishing Rights",life_of_rights,2025-01-03,,5.43,7362.0,3.86,5556,40000.0
"Emeli Sandé, Professor Green, Tori Kelly + More Publishing Royalties",life_of_rights,2025-01-06,,7.95,7351.0,8.92,5961,58416.0
"Tom Grennan, Emeli Sandé + More Songwriter Royalties",life_of_rights,2025-01-05,,7.07,15493.0,6.57,5957,109501.0
Songwriting Royalties for KB Mike,life_of_rights,2024-12-30,,4.68,13030.0,3.04,5988,61000.0
"Chris Brown’s “Under The Influence"" + “Lower Body” - Songwriter Royalties",fixed_return,2024-12-30,,0.55,324933.0,4.99,5914,180001.0
"Juice WRLD, Lil Uzi Vert + more - Songwriting Royalties",life_of_rights,2024-12-28,,5.59,30404.0,4.36,6000,170002.0
Producer Royalties for Lil Uzi Vert,life_of_rights,2024-12-27,,2.59,17738.0,1.87,5998,45900.0
"Vedo, Chris Brown, 1K Phew + More Songwriter Royalties",life_of_rights,2024-12-24,,6.62,2644.0,3.45,5931,17500.0
"Rod Wave's ""Dark Clouds"" & More Producer Royalties",life_of_rights,2024-12-24,,6.49,7324.0,4.72,5993,47500.0
"Elvie Shane's ""My Boy"" - Songwriter Royalties",life_of_rights,2024-12-23,,8.08,9287.0,4.0,5989,75000.0
"Jermaine Stewart, Aretha Franklin, Whitney Houston + more - Performance Royalties",life_of_rights,2024-12-22,,17.06,5128.0,28.95,5991,87500.0
GT Garza - Publishing Royalties,30_year,2024-12-21,,6.42,2601.0,5.97,5997,16701.0
Rod Wave's Album - Pray for Love - Producer Royalties,life_of_rights,2024-12-21,,7.93,3533.0,4.25,5994,28000.0
"Mario, IDK, Logic, + more - Songwriting Royalties",30_year,2024-12-19,,6.13,4730.0,3.61,5985,28999.0
House Music by Robbie Rivera - Publishing Royalties,life_of_rights,2024-12-19,,8.98,6014.0,8.27,5397,54000.0
Established Global Electronic & Pop,life_of_rights,2024-12-16,,10.38,819.0,7.08,4763,8500.0
"Token, Futuristic, Seb la Frite + more - Publishing Royalties",life_of_rights,2024-12-17,,4.52,16586.0,5.4,5980,75000.0
The 046 - Songwriting Royalties,life_of_rights,2024-12-16,,3.73,27622.0,2.22,5960,103000.0
Rock Band Atreyu - Songwriter Royalties,10_year,2024-12-17,,4.68,5016.0,1.37,5981,23500.0
"Hip-Hop Publishing: Rich Homie Quan, Tyga, & More",life_of_rights,2024-12-14,,9.31,22025.0,9.34,4100,205000.0
"""Black Clouds"" by NCT 127 - Songwriting Royalties",life_of_rights,2024-12-16,,4.65,5372.0,2.04,5978,25000.0
"Jake Owen - ""What We Ain't Got"" - Songwriter Royalties",life_of_rights,2024-12-15,,10.55,796.0,9.95,4409,8400.0
Pop and R&B From Shakira & Jamie Foxx,life_of_rights,2024-12-14,,16.58,4342.0,11.17,4180,72000.0
"9lokkNine, Hurricane Wisdom, Dee Watkins - Publishing Royalties",fixed_return,2024-12-14,,2.56,6629.0,3.85,5936,16950.0
"Chris Brown, Jack Harlow, + more - Songwriting Royalties",life_of_rights,2024-12-13,,6.39,2033.0,2.65,5972,13000.0
"Elvie Shane, Drew Green + More Songwriter Royalties",life_of_rights,2024-12-10,,4.92,9143.0,3.58,5964,45000.0
Platinum Hit by Rae Sremmurd and More,life_of_rights,2024-12-11,,16.04,842.0,8.28,4209,13500.0
"Kehlani's ""Love Language"" & More Songwriter Royalties",30_year,2024-12-12,,6.43,1166.0,5.82,5979,7500.0
"Duke & Jones, 3LAU, Knock2 & Nghtmre, + more - Songwriting Royalties",30_year,2024-12-06,,5.06,2956.0,3.24,5966,14950.0
"Fred Again, Billie Ray Martin, Anne Clark, + more - Publishing Royalties",life_of_rights,2024-12-08,,7.07,33653.0,18.71,5750,238000.0
"""All The Way Up"" - Fat Joe & Remy Ma",partial_30_year,2024-12-04,,8.91,8422.0,8.95,5890,75000.0
"""Stop Cappin"" by Blueface & More",life_of_rights,2024-12-05,,7.19,376.0,5.47,4270,2700.0
"Pop: Enrique Iglesias, Rihanna, Jay Sean & Ciara",partial_10_year,2024-12-04,,3.95,11886.0,14.52,4104,47000.0
Georg Jensen - Jewelry Design Royalties,fixed_return,2024-12-04,,1.33,407219.0,3.56,5894,540000.0
"Boosie Badazz, Deebaby + More Publishing Royalties",10_year,2024-12-04,,4.52,6696.0,7.75,5952,30250.0
Songwriting Royalties for the Squirrel Nut Zippers,30_year,2024-12-03,,11.95,13812.0,22.56,5962,165000.0
"Deebaby, Boosie Badazz + More Songwriter Royalties",10_year,2024-12-02,,5.78,1558.0,7.53,5959,9000.0
"Boosie Badazz, Deebaby, Slim Thug + More Songwriter Royalties",30_year,2024-11-30,,4.76,1513.0,6.75,5954,7200.0
Davie - Publishing Rights,life_of_rights,2024-12-02,,8.59,4280.0,7.31,5940,36750.0
Sound Recording Royalties for Dee Watkins,life_of_rights,2024-12-02,,5.24,40826.0,5.31,5956,214000.0
Lil Uzi Vert + more - Songwriting Royalties,fixed_return,2024-11-30,,1.31,11465.0,1.53,5955,15000.0
"TobyMac, Building 429, Cain, + More - Songwriter Royalties",life_of_rights,2024-11-30,,6.26,13885.0,4.6,5005,86888.0
"Rod Wave, Chris Brown, + more - Publishing Rights",life_of_rights,2024-11-29,,6.76,21720.0,6.35,5877,146888.0
Duran Duran Songwriting Royalties,life_of_rights,2024-11-25,,11.07,72299.0,42.27,5924,800000.0
Music from Shrek - Performance Royalties,life_of_rights,2024-11-21,,12.94,41192.0,22.05,5934,533001.0
Press Play - Sound Recording Royalties,life_of_rights,2024-11-21,,9.0,6247.0,11.99,5795,56223.0
"9lokkNine, SpotemGotem, Dee Watkins, + more - Songwriting Royaties",life_of_rights,2024-11-18,,5.78,2075.0,3.86,5925,12000.0
"K-POP Songwriter Royalties - MiSaMo, EXO, Billie, Super Junior + more",life_of_rights,2024-11-20,,3.61,21610.0,2.87,5912,78000.0
"Boosie Badazz, Deebaby, Slim Thug + More Publishing Royalties",life_of_rights,2024-11-17,,6.53,6135.0,6.76,5942,40050.0
"B.I.G., Jay-Z, Beanie Sigel, + more - Publishing Royalties",life_of_rights,2024-11-17,,14.6,5755.0,25.44,5928,83999.0
Kreepa & Capone - Publisher Royalties,life_of_rights,2024-11-16,,3.32,15065.0,12.23,5923,50000.0
Electronic Songwriter Royalties: Call Me Karizma & Illenium,life_of_rights,2024-11-15,,4.78,2719.0,5.26,4264,13000.0
"Travis Scott, 50 Cent, ILOVEMAKONNEN ft. Drake - Songwriter Royalties",life_of_rights,2024-11-12,,9.03,104645.0,8.42,5235,945000.0
"""Never Forget"" by Future - Songwriter Royalties",partial_30_year,2024-11-11,,7.73,1488.0,8.71,5188,11500.0
Shrek Film Score Performance Royalties,life_of_rights,2024-11-06,,13.21,38757.0,22.08,5866,512000.0
Stevie Stone - Songwriter Royalties,life_of_rights,2024-11-07,,9.69,4465.0,9.47,5917,43250.0
Songwriting Royalties for Bali Baby,life_of_rights,2024-11-07,,7.45,2685.0,6.61,5915,20000.0
"Tisoki, Aitana, Cami + More - Songwriting Royalties",partial_30_year,2024-11-07,,7.34,2248.0,4.69,5763,16500.0
Songwriting Royalties for Us The Duo,life_of_rights,2024-11-05,,8.77,4049.0,10.11,5902,35500.0
Us The Duo - Songwriting Royalties,30_year,2024-11-04,,7.73,4525.0,9.38,5900,35000.0
"B.I.G., Jay-Z, Beanie Sigel, + more - Songwriting Royalties",life_of_rights,2024-11-04,,18.74,1387.0,24.92,5913,26000.0
Anarbor: Alt-Rock Performance Royalties,life_of_rights,2024-11-01,,11.91,1554.0,12.32,4502,18500.0
"Red Cafe, G Perico, G Eazy, + more - Songwriting Royalties",life_of_rights,2024-11-04,,6.33,6637.0,3.91,5895,42000.0
Publishing Royalties for Us The Duo,life_of_rights,2024-10-30,,8.91,2245.0,9.83,5905,20000.0
Established Alt-Rock: Featuring Anarbor,life_of_rights,2024-11-01,,13.85,2057.0,12.44,5026,28500.0
"Car Masters, Ink Master + More TV Music",fixed_return,2024-10-30,,5.59,3222.0,7.53,5908,18000.0
Songwriter Royalties from Explorers Club + TV/Film Placements,partial_10_year,2024-10-29,,13.57,626.0,10.81,4981,8500.0
Us The Duo - Publishing Performance Royalties,life_of_rights,2024-10-28,,9.62,946.0,7.13,5901,9100.0
Royalties from Listerine Mouthwash,life_of_rights,2024-10-29,,26.08,2588.0,143.26,5686,67500.0
Listerine Antiseptic Mouthwash Royalties,life_of_rights,2024-10-29,,23.18,3235.0,143.26,5610,75000.0
"Toosii, Moneybagg Yo, + more - Songwriting Royalties",life_of_rights,2024-10-28,,5.66,6627.0,3.21,5899,37500.0
"Vedo, Chris Brown, 1K Phew + More Songwriter Royalties",life_of_rights,2024-10-28,,3.54,3813.0,3.03,5910,13500.0
Jerry Garcia's Cherry Garcia - Trademark Royalties,10_year,2024-10-26,,6.62,13296.0,37.63,5884,88000.0
"Film & TV Music From “Shameless,” Ken Burns Documentaries + More",30_year,2024-10-26,,9.73,1285.0,7.86,5907,12500.0
"Hip-Hop Tracks feat. Lil Durk, Allstar JR + More - Songwriter Royalties",life_of_rights,2024-10-25,,10.54,712.0,7.3,5356,7500.0
Dr. Pimple Popper + More TV Music,fixed_return,2024-10-24,,0.96,13592.0,1.59,5886,13000.0
Meek Mill - Producer Royalties,life_of_rights,2024-10-23,,7.97,20074.0,12.18,5893,160000.0
"Hip-Hop Publishing Royalties: Rod Wave, Youngboy NBA + More",life_of_rights,2024-10-19,,5.18,9837.0,5.53,4855,51000.0
Consistent Songwriter Royalties: Akon & Others,life_of_rights,2024-10-17,,13.45,1153.0,20.29,4192,15500.0
Electronic House Music From Viceroy,life_of_rights,2024-10-17,,12.45,723.0,4.16,5564,9000.0
Publishing Royalties for Gene de Paul,life_of_rights,2024-10-13,,6.86,45585.0,70.88,5855,312500.0
MIMS ”This Is Why I’m Hot” + More - Sound Recording Royalties,fixed_return,2024-10-11,,4.13,19115.0,17.3,5880,79000.0
"Beauville’s ""Letting In"" Prod By NoMBe - Sound Recording Royalties",fixed_return,2024-10-11,,4.61,2766.0,9.56,5883,12750.0
Rihanna’s “Goodnight Gotham” - Producer Royalties,life_of_rights,2024-10-11,,8.98,2338.0,8.67,5878,21000.0
"Audien, BTS, + more - Songwriting Royalties",life_of_rights,2024-10-10,,7.49,20038.0,5.52,5885,150000.0
"""In Touch with Dr. Charles Stanley"" - Background Music - Performance Royalties (Songwriter)",partial_30_year,2024-10-07,,20.36,220.0,4.99,5019,4487.0
"YG, Ty Dolla $ign, Wiz Khalifa + More - Publishing Royalties",fixed_return,2024-10-09,,4.13,18171.0,4.87,5680,75000.0
"Becky Hill, Joel Corry, David Guetta + More Producer Royalties",life_of_rights,2024-10-09,,5.57,13991.0,2.04,5868,78000.0
"Publishing Royalties: Drakes' ""Redemption""",partial_10_year,2024-10-09,,4.69,1706.0,7.89,5708,8000.0
A Share of Jerry Garcia’s Sound Recording Performance Royalties,fixed_return,2024-10-07,,4.64,16206.0,36.47,5780,75250.0
TV Placements Created by Xzibit & 21 The Producer,life_of_rights,2024-10-07,,5.5,3816.0,5.37,5182,21000.0
Theme Music from ABC’s America This Morning,life_of_rights,2024-10-07,,7.9,639.0,9.22,4772,5050.0
Songwriting Royalties for Dee Watkins,life_of_rights,2024-10-05,,4.89,10215.0,4.53,5879,50000.0
"""Laughin' to the Bank"" & More Chief Keef Royalties",life_of_rights,2024-10-05,,9.68,2687.0,10.18,5534,26000.0
"Miley Cyrus, Lil Nas X, Halsey, XXXTentacion + More Publishing Royalties",30_year,,,3.84,36489.0,3.76,5418,140200.0
"$UICIDEBOY$, Three 6 Mafia, MC Mack + More - Performance Royalties",life_of_rights,2024-10-04,,8.53,6333.0,7.33,5525,53999.0
"New Kids on The Block, Akon + More - Publishing Royalties",life_of_rights,2024-10-04,,9.0,35574.0,15.02,4535,320000.0
"Hip-Hop Publishing: Trippie Redd, PnB Rock & More",life_of_rights,2024-10-03,,6.67,28541.0,6.55,5595,190250.0
"""All The Way Up"" - Fat Joe & Remy Ma",partial_30_year,2024-10-02,,7.98,8834.0,8.74,4710,70500.0
Listerine Royalties in Perpetuity,life_of_rights,2024-10-03,,16.01,64629.0,143.0,5711,1035000.0
"HRVY, Matoma, H.E.R + More Publishing Royalties",life_of_rights,2024-10-01,,6.11,28635.0,4.22,5862,175000.0
"Joel Corry, David Guetta, Bryson Tiller, HRVY, Matoma, Becky Hill + More Songwriter Royalties",life_of_rights,2024-09-29,,5.52,27613.0,3.33,5863,152500.0
"Becky Hill feat. Meduza, David Guetta + More - Producer Royalties",life_of_rights,2024-09-28,,6.0,13411.0,3.94,5849,80500.0
Music for Sports & Syndicated TV - Songwriter Royalties,fixed_return,2024-09-27,,3.74,30719.0,4.6,5872,115000.0
