Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Earnings Since 2022,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,Offer Info,Earnings Since 2021,Tracks Included,Earnings Since 2019,Earnings Since 2014,Years Remaining,Expiration Date,Earnings Since 2018,Earnings Since 2015,Earnings Since 2009,Earnings Since 2013,,,,,,,,
4644,"$14,118 ",5.52 x LTM,2556,"$2,162 ",,2.94 Years,,Life of Rights,,"$5,000 ",4644,,36,,,,"$6,869 ",,,,,,,,,,,,,,,
4634,"$9,250 ",8.90 x LTM,1039,"$1,912 ","$6,613 ",3.37 Years,5,Life of Rights,,"$8,000 ",4634,,,,,,,,,,,,,,,,,,,,,
4613,"$8,600 ",10.94 x LTM,786,$771 ,,4.16 Years,7,Life of Rights,,"$6,500 ",4613,"$12,913 ",,,,,,,,,,,,,,,,,,,,
4626,"$11,000 ",10.30 x LTM,1068,$868 ,,14.56 Years,17,Term Advance 30-Year,,"$1,068 ",4626,,"$9,763 ",30,24-May-52,,,,,,,,,,,,,,,,,
4635,"$8,650 ",4.82 x LTM,1795,"$1,699 ",,2.28 Years,31,Term Advance 30-Year,,"$5,000 ",4635,,,30,22-May-52,"$7,138 ",,,,,,,,,,,,,,,,
4638,"$240,000 ",9.07 x LTM,26468,"$32,344 ",,9.02 Years,23,Life of Rights,,"$100,000 ",4638,,,,,,"$243,203 ",,,,,,,,,,,,,,,
4630,"$205,000 ",6.07 x LTM,33767,"$26,744 ",,8.98 Years,154,Life of Rights,,"$100,000 ",4630,,,,,,,"$182,418 ",,,,,,,,,,,,,,
4633,"$45,000 ",14.55 x LTM,3093,"$2,788 ",,9.77 Years,46,Life of Rights,,"$14,000 ",4633,"$24,623 ",,,,,,,,,,,,,,,,,,,,
4628,"$20,000 ",4.80 x LTM,4169,"$5,021 ","$16,379 ",2.47 Years,8,Term Advance 30-Year,,"$15,000 ",4628,,,30,14-May-52,,,,,,,,,,,,,,,,,
4580,"$1,795,000 ",15.71 x LTM,114253,"$114,715 ",,140.75 Years,,Life of Rights,,"$1,200,000 ",4580,,,,,,,"$1,354,002 ",1,,,,,,,,,,,,,
4055,"$143,000 ",7.71 x LTM,18538,"$22,949 ",,3.74 Years,8,Life of Rights,,,4055,,,,,,,,,"$106,804 ","$124,999 ",18-May-21,,,,,,,,,,
4621,"$3,841 ",3.04 x LTM,1262,$711 ,,11.78 Years,7,Term Advance 10-Year,,"$1,262 ",4621,"$3,287 ",,10,8-May-32,,,,,,,,,,,,,,,,,
4604,"$26,500 ",9.03 x LTM,2934,"$2,125 ",,6.04 Years,9,Life of Rights,,"$26,000 ",4604,"$46,895 ",,,,,,,,,"$17,391 ",18-Apr-22,,,,,,,,,,
4620,"$32,000 ",10.49 x LTM,3049,"$3,330 ",,12.23 Years,62,Life of Rights,,"$3,049 ",4620,"$84,714 ",,,,,,,,,"$28,900 ",2-Oct-19,,,,,,,,,,
4619,"$30,000 ",7.36 x LTM,4078,"$3,441 ",,9.41 Years,48,Term Advance 30-Year,,"$4,078 ",4619,,,30,6-May-52,,,,,,,,"$25,874 ",,,,,,,,,
4600,"$390,000 ",11.69 x LTM,33352,"$34,499 ","$134,934 ",45.06 Years,,Life of Rights,,"$175,000 ",4600,,,,,,,,1,,,,,,,,,,,,,
4614,"$22,283 ",11.93 x LTM,1868,"$1,639 ",,6.52 Years,12,Life of Rights,,"$20,000 ",4614,,,,,"$11,852 ",,,,,"$15,000 ",24-Apr-22,,,,,,,,,,
4618,"$14,000 ",3.75 x LTM,3730,"$2,686 ",,3.24 Years,9,Term Advance 30-Year,,"$7,000 ",4618,,,30,5-May-52,,,,,,,,,"$8,176 ",,,,,,,,
4616,"$60,000 ",2.98 x LTM,20156,"$19,027 ",,5.00 Years,,Life of Rights,,"$20,156 ",4616,,,,,,,,1,"$93,214 ",,,,,,,,,,,,
4595,"$95,420 ",9.70 x LTM,9836,"$8,809 ",,18.69 Years,16,Term Advance 30-Year,,"$50,000 ",4595,,,30,3-May-52,,,,,,,,,,"$66,278 ",,,,,,,
4504,"$12,393 ",17.61 x LTM,704,"$1,258 ",,8.84 Years,55,Life of Rights,,"$11,000 ",4504,"$31,146 ",,,,,,,,,"$9,783 ",5-Feb-21,,,,,,,,,,
4570,"$430,500 ",11.10 x LTM,38767,"$32,951 ",,7.78 Years,56,Life of Rights,,"$150,000 ",4570,,,,,,,,,,,,,,,"$203,009 ",,,,,,
4610,"$10,929 ",10.53 x LTM,1038,$910 ,,4.34 Years,41,Life of Rights,,"$9,500 ",4610,,,,,,"$5,343 ",,,,"$6,750 ",15-Apr-22,,,,,,,,,,
4572,"$250,000 ",5.23 x LTM,47843,"$41,637 ","$169,831 ",3.97 Years,6,Life of Rights,,"$150,000 ",4572,,,,,,,,,,,,,,,,,,,,,
4576,"$72,500 ",2.17 x LTM,33343,—,,2.51 Years,2,Life of Rights,,"$60,000 ",4576,,,,,,,,,,,,,,,,"$53,334 ",,,,,
4512,"$15,000 ",8.03 x LTM,1868,"$1,639 ",,6.52 Years,12,Life of Rights,,"$15,000 ",4512,,,,,"$11,852 ",,,,,"$21,800 ",18-Feb-22,,,,,,,,,,
4609,"$27,000 ",5.24 x LTM,5150,"$4,464 ",,2.83 Years,131,Life of Rights,,"$10,000 ",4609,"$15,502 ",,,,,,,,,,,,,,,,,,,,
4562,"$101,000 ",3.18 x LTM,31796,—,,1.36 Years,,Life of Rights,,"$32,129 ",4562,,,,,,,,1,,,,,,,,,"$31,796 ",,,,
4608,"$38,000 ",5.10 x LTM,7444,"$6,095 ",,2.42 Years,56,Life of Rights,,"$16,000 ",4608,,,,,,,,,"$19,269 ",,,,,,,,,,,,
4589,"$200,000 ",3.94 x LTM,50772,—,,1.15 Years,8,Life of Rights,,"$80,000 ",4589,,,,,,,,,,,,,,,,,"$50,772 ",,,,
4602,"$29,500 ",7.59 x LTM,3889,"$5,960 ","$25,626 ",5.71 Years,7,Life of Rights,,"$3,889 ",4602,,,,,,,,,,"$25,000 ",14-Dec-21,,,,,,,,,,
3484,"$2,500 ",6.84 x LTM,365,$432 ,,8.50 Years,16,Term Advance 10-Year,,"$2,500 ",3484,,,6.9,14-Mar-29,,,,,,"$4,400 ",15-Jun-20,,,,,,,"$3,187 ",,,
4251,"$17,391 ",5.93 x LTM,2934,"$2,125 ",,6.04 Years,9,Life of Rights,,"$2,605 ",4251,"$46,895 ",,,,,,,,,"$32,609 ",6-Oct-21,,,,,,,,,,
4581,"$28,500 ",3.50 x LTM,8146,"$6,138 ",,5.75 Years,530,Term Advance 10-Year,,"$10,000 ",4581,,,10,17-Apr-32,,,,,,,,,,,,,,,"$34,373 ",,
2793,"$6,250 ",4.14 x LTM,1510,"$1,454 ",,8.20 Years,8,Term Advance 10-Year,,"$6,000 ",2793,,,6.53,26-Oct-28,,,,,,"$5,750 ",26-Oct-18,"$18,091 ",,,,,,,,,
4591,"$6,750 ",6.50 x LTM,1038,$910 ,,4.34 Years,41,Life of Rights,,"$1,038 ",4591,,,,,,"$5,343 ",,,,,,,,,,,,,,,
4593,"$16,000 ",5.76 x LTM,2777,"$2,577 ","$8,515 ",3.97 Years,97,Life of Rights,,"$2,777 ",4593,,,,,,,,,,,,,,,,,,,,,
4582,"$10,500 ",10.69 x LTM,982,$883 ,,16.50 Years,,Life of Rights,,$982 ,4582,,,,,,,,1,,,,,,,,,,,"$5,969 ",,
4590,"$7,075 ",8.88 x LTM,796,"$1,214 ",,4.88 Years,12,Life of Rights,,$796 ,4590,,,,,,,,,,,,,,,"$8,892 ",,,,,,
4560,"$105,000 ",16.28 x LTM,6448,"$6,701 ",,28.39 Years,73,Life of Rights,,"$45,000 ",4560,,,,,,,,,,,,,,,,,,,"$45,258 ",,
4566,"$11,300 ",5.56 x LTM,2031,"$1,662 ",,23.76 Years,3,Term Advance 10-Year,,"$4,000 ",4566,,,10,10-Apr-32,,,"$12,941 ",,,,,,,,,,,,,,
4567,"$22,750 ",3.55 x LTM,"$6,406 ","$4,767 ","$16,811 ",3.38 Years,71,Life of Rights,,"$10,000 ",4567,,,,,,,,,,,,,,,,,,,,,
4042,"$87,500 ",10.97 x LTM,"$7,973 ","$7,702 ",,5.00 Years,3,Life of Rights,,"$84,000 ",4042,"$39,527 ","$47,500 ",11-Feb-21,,,,,,,,,,,,,,,,,,
4574,"$11,000 ",5.41 x LTM,"$2,035 ","$1,747 ","$7,376 ",2.72 Years,39,Life of Rights,,"$4,000 ",4574,,,,,,,,,,,,,,,,,,,,,
4568,"$8,000 ",5.54 x LTM,"$1,444 ",—,,2.45 Years,,Life of Rights,,"$3,000 ",4568,,,,"$3,359 ",1,,,,,,,,,,,,,,,,
4569,"$10,500 ",4.53 x LTM,"$2,317 ",—,,2.45 Years,2,Life of Rights,,"$5,000 ",4569,,,,"$4,090 ",,,,,,,,,,,,,,,,,
3990,"$10,490 ",3.68 x LTM,"$2,853 ","$2,853 ",,6.58 Years,26,Term Advance 10-Year,,"$9,100 ",3990,,"$10,800 ",16-Nov-20,,,"$15,232 ",6.81,25-Jan-29,,,,,,,,,,,,,
4500,"$27,000 ",9.08 x LTM,"$2,974 ","$3,135 ",,4.58 Years,12,Life of Rights,,"$3,965 ",4500,"$14,440 ",,,,,,,,,,,,,,,,,,,,
4558,"$27,200 ",7.32 x LTM,"$3,717 ",—,,5.75 Years,13,Life of Rights,,"$12,000 ",4558,,,,"$8,571 ",,,,,,,,,,,,,,,,,
4544,"$17,000 ",3.08 x LTM,"$5,519 ",—,,1.76 Years,2,Term Advance 10-Year,,"$10,000 ",4544,,,,,,,10,30-Mar-32,"$14,203 ",,,,,,,,,,,,
4101,"$13,000 ",9.20 x LTM,"$1,413 ",—,,1.13 Years,17,Life of Rights,,"$12,899 ",4101,,"$7,086 ",28-Jun-21,,,,,,"$2,022 ",,,,,,,,,,,,
4469,"$86,088 ",7.38 x LTM,"$11,671 ","$21,067 ",,3.23 Years,3,Term Advance 30-Year,,"$11,693 ",4469,,"$72,100 ",18-Jan-22,,,,29.82,18-Jan-52,"$63,201 ",,,,,,,,,,,,
4545,"$80,500 ",3.15 x LTM,"$25,562 ","$21,112 ",,2.85 Years,14,Term Advance 10-Year,,"$65,000 ",4545,,,,,,,10,24-Mar-32,,"$63,956 ",,,,,,,,,,,
4243,"$5,000 ",9.69 x LTM,$516 ,$596 ,,9.25 Years,,Life of Rights,,"$5,000 ",4243,,"$9,000 ",4-Oct-21,,1,,,,,,"$6,348 ",,,,,,,,,,
4547,"$26,115 ",4.58 x LTM,"$5,705 ","$8,555 ",,4.23 Years,23,Term Advance 10-Year,,"$15,000 ",4547,,,,,,,10,23-Mar-32,,,,"$34,353 ",,,,,,,,,
4404,"$50,000 ",10.24 x LTM,"$4,885 ","$5,286 ",,6.57 Years,96,Life of Rights,,,4404,,"$45,000 ",2-Jul-21,,,,,,,,,,"$76,824 ",,,,,,,,
4539,"$33,000 ",4.30 x LTM,"$7,681 ","$19,288 ",,4.40 Years,10,Term Advance 10-Year,,"$30,000 ",4539,,,,,,,10,21-Mar-32,,,,,,"$132,032 ",,,,,,,
4515,"$72,501 ",7.46 x LTM,"$9,721 ","$11,325 ",,7.43 Years,66,Term Advance 30-Year,,"$40,000 ",4515,,,,,,,30,19-Mar-52,,,,,,,"$94,331 ",,,,,,
4540,"$23,588 ",5.44 x LTM,"$4,336 ",—,,1.33 Years,2,Life of Rights,,"$10,000 ",4540,,,,"$6,269 ",,,,,,,,,,,,,,,,,
4543,"$7,250 ",4.61 x LTM,"$1,573 ","$1,422 ",,3.03 Years,14,Term Advance 10-Year,,"$5,000 ",4543,,,,,,,10,17-Mar-32,,"$4,560 ",,,,,,,,,,,
4525,"$8,500 ",5.40 x LTM,"$1,574 ",$718 ,,1.51 Years,13,Life of Rights,,"$4,000 ",4525,,,,,,,,,"$2,153 ",,,,,,,,,,,,
4537,"$80,000 ",5.40 x LTM,"$14,807 ","$14,976 ",,3.54 Years,9,Term Advance 30-Year,,"$40,000 ",4537,"$69,711 ",,,,,,30,16-Mar-52,,,,,,,,,,,,,
4501,"$730,000 ",8.05 x LTM,"$90,630 ","$93,417 ",,5.34 Years,67,Life of Rights,,"$355,000 ",4501,,,,,,,,,,,,,,"$562,410 ",,,,,,,
4287,"$47,500 ",11.75 x LTM,"$4,043 ","$3,962 ",,12.46 Years,176,Term Advance 30-Year,,$43 ,4287,,,,,,,30,15-Mar-52,,,,,,,,"$93,750 ",,,,,
3774,"$15,500 ",4.74 x LTM,"$3,270 ","$3,589 ",,4.84 Years,3,Term Advance 10-Year,,"$13,000 ",3774,"$21,100 ","$15,000 ",9-May-19,,,,7.15,9-May-29,,,,,,,,,,,,,
3763,"$48,913 ",13.00 x LTM,"$3,762 ","$2,490 ",,22.33 Years,9,Life of Rights,,"$25,000 ",3763,,"$17,232 ",2-Apr-20,,,,,,,,,,,,,"$42,499 ",,,,,
4521,"$12,065 ",7.04 x LTM,"$1,713 ","$1,320 ",,3.99 Years,64,Term Advance 10-Year,,"$11,000 ",4521,,"$6,600 ",27-Feb-22,,,,7.75,12-Dec-29,,,,,,"$7,161 ",,,,,,,
3905,"$34,188 ",8.29 x LTM,"$4,126 ","$9,503 ",,2.80 Years,14,Term Advance 10-Year,,"$14,768 ",3905,,"$9,500 ",18-Dec-20,,,,8.77,18-Dec-30,,"$28,516 ",,,,,,,,,,,
4526,"$67,500 ",13.51 x LTM,"$4,996 ","$5,546 ",,25.96 Years,171,Life of Rights,,"$15,000 ",4526,,,,,,,,,,,,"$131,580 ",,,,,,,,,
4038,"$125,000 ",18.95 x LTM,"$6,596 ","$8,569 ",,8.17 Years,71,Life of Rights,,"$102,000 ",4038,,"$92,475 ",18-Jun-21,,,,,,,,,"$248,346 ",,,,,,,,,
4498,"$85,000 ",6.94 x LTM,"$12,240 ","$12,044 ",,34.88 Years,,Term Advance 10-Year,,"$40,000 ",4498,,"$100,000 ",27-Oct-20,,1,,8.64,27-Oct-30,,,,,,"$72,087 ",,,,,,,
4518,"$17,612 ",5.42 x LTM,"$3,251 ","$2,905 ",,3.94 Years,26,Life of Rights,,"$10,000 ",4518,,,,,,,,,,"$9,203 ",,,,,,,,,,,
3126,"$58,750 ",10.99 x LTM,"$5,345 ","$4,260 ",,7.74 Years,25,Life of Rights,,"$56,500 ",3126,,"$67,500 ",5-Apr-18,,,,,,,,,,,,,,"$68,086 ",,,,
4146,"$102,000 ",10.56 x LTM,"$9,658 ","$9,671 ",,12.11 Years,6,Life of Rights,,,4146,,"$85,000 ",30-Jun-21,,,,,,,,,,,,,,,"$283,295 ",,,
4463,"$26,250 ",5.14 x LTM,"$5,105 ","$4,938 ",,3.04 Years,6,Term Advance 10-Year,,"$10,000 ",4463,,,,,,,10,3-Mar-32,,"$14,839 ",,,,,,,,,,,
4433,"$44,500 ",7.02 x LTM,"$6,341 ","$5,769 ",,6.25 Years,,Term Advance 10-Year,,"$41,000 ",4433,,"$37,393 ",22-Dec-21,,1,,6.78,11-Dec-28,,,,,,"$33,034 ",,,,,,,
3683,"$6,600 ",3.85 x LTM,"$1,713 ","$1,320 ",,3.99 Years,64,Term Advance 10-Year,,"$1,148 ",3683,,"$3,200 ",14-Jan-20,,,,7.79,12-Dec-29,,,,,,"$7,161 ",,,,,,,
4514,"$35,750 ",10.53 x LTM,"$3,394 ","$3,138 ",,8.19 Years,131,Life of Rights,,"$3,394 ",4514,,"$29,000 ",13-Aug-21,,,,,,,"$13,561 ",,,,,,,,,,,
4488,"$7,450 ",6.20 x LTM,"$1,201 ","$1,072 ",,10.75 Years,,Term Advance 10-Year,,"$2,000 ",4488,,,,,1,,10,25-Feb-32,,,,"$8,237 ",,,,,,,,,
4484,"$72,000 ",4.93 x LTM,"$14,590 ","$11,001 ","$37,227 ",3.31 Years,24,Life of Rights,,"$55,000 ",4484,,,,,,,,,,,,,,,,,,,,,
4151,"$500,000 ",7.26 x LTM,"$68,858 ","$157,999 ","$479,827 ",5.75 Years,2,Life of Rights,,"$250,000 ",4151,,,,,,,,,,,,,,,,,,,,,
4505,"$41,000 ",4.20 x LTM,"$9,760 ","$5,366 ","$16,097 ",2.29 Years,5,Life of Rights,,"$10,000 ",4505,,,,,,,,,,,,,,,,,,,,,
4472,"$15,500 ",3.89 x LTM,"$3,981 ","$3,802 ",,11.64 Years,69,Term Advance 10-Year,,"$15,500 ",4472,"$132,408 ","$20,895 ",19-Jan-20,6.17,23-Apr-28,,,,,,,,,,,,,,,,
4387,"$45,000 ",18.20 x LTM,"$2,472 ","$3,433 ",,17.47 Years,4,Term Advance 30-Year,,"$45,000 ",4387,"$61,454 ","$28,000 ",20-Nov-21,29.75,20-Nov-51,,,,,,,,,,,,,,,,
4485,"$21,800 ",11.67 x LTM,"$1,868 ","$1,639 ",,6.27 Years,12,Life of Rights,,"$21,800 ",4485,,"$14,000 ",29-Jan-22,,,"$11,852 ",,,,,,,,,,,,,,,
4466,"$105,000 ",8.72 x LTM,"$12,038 ","$18,753 ",,4.32 Years,3,Life of Rights,,"$105,000 ",4466,,"$85,000 ",24-Nov-21,,,,"$106,176 ",,,,,,,,,,,,,,
4229,"$85,870 ",10.25 x LTM,"$8,379 ","$6,048 ",,14.54 Years,3,Life of Rights,,"$85,000 ",4229,,"$50,000 ",25-Aug-21,,,,"$26,548 ",,,,,,,,,,,,,,
4497,"$11,000 ",4.25 x LTM,"$2,591 ","$1,771 ",,4.91 Years,127,Term Advance 10-Year,,"$2,591 ",4497,,,,10,15-Feb-32,,,"$16,736 ",,,,,,,,,,,,,
4494,"$17,250 ",10.22 x LTM,"$1,688 ","$1,389 ",,19.84 Years,21,Life of Rights,,"$10,000 ",4494,,,,,,,,,"$10,283 ",,,,,,,,,,,,
4490,"$60,500 ",6.53 x LTM,"$9,264 ","$9,058 ","$27,175 ",3.82 Years,10,Life of Rights,,"$45,000 ",4490,,,,,,,,,,,,,,,,,,,,,
4491,"$10,800 ",5.09 x LTM,"$2,120 ","$1,633 ",,18.37 Years,,Term Advance 10-Year,,"$7,000 ",4491,,,,10,12-Feb-32,,,"$8,048 ",,1,,,,,,,,,,,
3996,"$23,370 ",10.63 x LTM,"$2,198 ","$1,579 ",,8.83 Years,52,Life of Rights,,"$21,000 ",3996,"$13,642 ","$18,200 ",17-Mar-21,,,,,,,,,,,,,,,,,,
4487,"$66,000 ",5.29 x LTM,"$12,468 ",—,"$31,532 ",3.09 Years,,Life of Rights,,"$36,000 ",4487,,,,,,,,,,1,,,,,,,,,,,
4475,"$55,000 ",5.13 x LTM,"$10,719 ","$16,927 ",,3.11 Years,4,Life of Rights,,"$40,000 ",4475,,,,,,,,,,,"$50,780 ",,,,,,,,,,
4483,"$42,000 ",3.68 x LTM,"$11,425 ","$6,017 ",,2.48 Years,42,Life of Rights,,"$15,000 ",4483,,,,,,,,,,,,"$29,240 ",,,,,,,,,
4482,"$45,000 ",10.90 x LTM,"$4,129 ","$4,806 ",,9.87 Years,24,Term Advance 30-Year,,"$25,000 ",4482,,,,30,2-Feb-52,,,,,,,,"$48,429 ",,,,,,,,
4470,"$14,000 ",8.51 x LTM,"$1,645 ","$1,675 ",,6.27 Years,12,Life of Rights,,"$14,000 ",4470,,"$8,221 ",13-Jan-22,,,"$11,555 ",,,,,,,,,,,,,,,
4479,"$99,000 ",9.18 x LTM,"$10,779 ","$13,497 ",,5.12 Years,2,Life of Rights,,"$40,000 ",4479,,,,,,,,,,,"$87,703 ",,,,,,,,,,
3853,"$18,500 ",9.28 x LTM,"$1,994 ","$2,813 ","$8,439 ",3.00 Years,4,Life of Rights,,"$10,000 ",3853,,"$16,200 ",17-Jul-20,,,,,,,,,,,,,,,,,,
4478,"$45,000 ",4.52 x LTM,"$9,951 ","$9,434 ",,6.62 Years,88,Life of Rights,,"$15,000 ",4478,,,,,,,"$44,311 ",,,,,,,,,,,,,,
4413,"$46,000 ",5.65 x LTM,"$8,144 ","$6,842 ",,3.93 Years,34,Life of Rights,,"$20,000 ",4413,,,,,,,,,,,,"$30,787 ",,,,,,,,,
4471,"$38,000 ",10.53 x LTM,"$3,607 ","$2,901 ",,9.12 Years,,Life of Rights,,"$15,000 ",4471,,,,,,,,,,1,,,,"$16,147 ",,,,,,,
4473,"$27,500 ",6.47 x LTM,"$4,248 ",—,"$10,771 ",22.69 Years,45,Term Advance 10-Year,,"$15,000 ",4473,,,,10,25-Jan-32,,,,,,,,,,,,,,,,
4420,"$44,000 ",5.42 x LTM,"$8,116 ","$9,406 ",,5.40 Years,120,Term Advance 10-Year,,"$15,000 ",4420,,,,10,24-Jan-32,,,,,,,,,"$53,191 ",,,,,,,
4468,"$75,000 ",12.76 x LTM,"$5,880 ","$6,002 ",,52.43 Years,70,Life of Rights,,"$45,000 ",4468,,,,,,,,,"$68,134 ",,,,,,,,,,,,
4465,"$215,000 ",8.22 x LTM,"$26,148 ","$37,314 ",,23.28 Years,320,Life of Rights,,"$85,000 ",4465,,,,,,,,,"$345,890 ",,,,,,,,,,,,
4460,"$17,000 ",11.29 x LTM,"$1,506 ","$1,391 ",,12.00 Years,81,Term Advance 30-Year,,"$8,000 ",4460,"$16,053 ",,,30,19-Jan-52,,,,,,,,,,,,,,,,
4446,"$72,100 ",6.17 x LTM,"$11,693 ","$20,584 ","$61,753 ",3.22 Years,3,Term Advance 30-Year,,"$37,500 ",4446,,,,30,18-Jan-52,,,,,,,,,,,,,,,,
4462,"$74,000 ",5.16 x LTM,"$14,348 ",—,"$25,738 ",2.78 Years,40,Life of Rights,,"$45,000 ",4462,,,,,,,,,,,,,,,,,,,,,
4137,"$42,000 ",10.10 x LTM,"$4,158 ","$4,891 ",,4.07 Years,7,Life of Rights,,"$4,306 ",4137,,"$30,000 ",21-Jun-21,,,,,,,,,"$20,540 ",,,,,,,,,
4459,"$8,221 ",5.00 x LTM,"$1,645 ","$1,675 ",,6.27 Years,12,Life of Rights,,"$1,645 ",4459,,"$8,221 ",2-Jan-21,,,"$11,555 ",,,,,,,,,,,,,,,
3794,"$39,000 ",8.94 x LTM,"$4,363 ","$6,975 ",,3.47 Years,3,Life of Rights,,"$35,000 ",3794,,"$45,600 ",18-Sep-20,,,,"$23,844 ",,,,,,,,,,,,,,
3173,"$5,999 ",5.35 x LTM,"$1,122 ",$897 ,,8.48 Years,28,Term Advance 10-Year,,"$4,555 ",3173,,"$8,621 ",21-Feb-19,7.11,21-Feb-29,,,,,,,,,,"$15,756 ",,,,,,
4415,"$97,000 ",6.99 x LTM,"$13,884 ","$17,134 ",,5.93 Years,137,Life of Rights,,"$60,000 ",4415,,,,,,,,,,,"$67,204 ",,,,,,,,,,
3950,"$44,000 ",6.56 x LTM,"$6,704 ","$5,722 ",,3.75 Years,,Life of Rights,,"$40,000 ",3950,,"$36,232 ",30-Apr-21,,,,,,,1,"$59,141 ",,,,,,,,,,
4204,"$10,000 ",4.48 x LTM,"$2,230 ","$2,568 ",,3.72 Years,2,Term Advance 10-Year,,"$6,000 ",4204,,,,10,6-Jan-32,,"$8,236 ",,,,,,,,,,,,,,
4430,"$11,400 ",8.32 x LTM,"$1,371 ","$1,389 ",,9.59 Years,54,Life of Rights,,"$5,000 ",4430,,,,,,,,,"$12,512 ",,,,,,,,,,,,
3925,"$4,891 ",3.79 x LTM,"$1,291 ","$1,818 ",,5.83 Years,,Term Advance 10-Year,,"$3,500 ",3925,,"$12,500 ",14-Oct-19,7.77,14-Oct-29,,,,,1,,,,"$19,722 ",,,,,,,
4009,"$49,880 ",13.02 x LTM,"$3,831 ","$3,650 ",,20.04 Years,109,Term Advance 30-Year,,"$42,000 ",4009,,"$36,500 ",31-Jan-21,29.1,31-Jan-51,,,,,,,,,,,"$35,859 ",,,,,
4010,"$5,700 ",7.51 x LTM,$759 ,$885 ,"$13,246 ",35.03 Years,14,Term Advance 10-Year,7.29,10-Apr-29,"$*,***",$751 ,4010,,7.29,,,,,,,,,,,,,,,,,
3065,"$37,393 ",5.76 x LTM,"$6,488 ","$5,562 ",,6.00 Years,,Term Advance 10-Year,6.97,11-Dec-28,"$**,***","$19,357 ",3065,"$31,463 ",6.97,,,,,,,,,,,,,,,,,
4414,"$32,000 ",6.26 x LTM,"$5,114 ",—,,4.48 Years,34,Life of Rights,,,"$**,***","$18,000 ",4414,,,"$7,811 ",,,,,,,,,,,,,,,,
4428,"$27,888 ",9.07 x LTM,"$3,075 ","$2,661 ",,7.06 Years,3,Term Advance 30-Year,29.98,14-Dec-51,"$**,***","$3,075 ",4428,,29.98,,"$12,358 ",,,,,,,,,,,,,,,
4424,"$18,800 ",4.46 x LTM,"$4,217 ","$4,012 ",,2.58 Years,10,Term Advance 30-Year,30,20-Dec-51,—,"$8,000 ",4424,,30,,,"$12,127 ",,,,,,,,,,,,,,
4406,"$20,000 ",6.41 x LTM,"$3,120 ","$2,964 ",,3.61 Years,10,Life of Rights,,,"$**,***","$10,000 ",4406,,,,,"$8,891 ",,,,,,,,,,,,,,
4383,"$70,000 ",6.12 x LTM,"$11,442 ","$12,159 ",,8.20 Years,109,Life of Rights,,,—,"$30,000 ",4383,,,,,,"$94,187 ",,,,,,,,,,,,,
4405,"$245,000 ",8.76 x LTM,"$27,974 ","$24,583 ",,26.00 Years,64,Life of Rights,,,"$***,***","$200,000 ",4405,,,,,,,"$201,256 ",,,,,,,,,,,,
4410,"$23,500 ",7.64 x LTM,"$3,075 ","$2,661 ",,7.06 Years,3,Term Advance 30-Year,30,14-Dec-51,"$**,***","$12,000 ",4410,,30,,"$12,358 ",,,,,,,,,,,,,,,
4407,"$25,000 ",5.47 x LTM,"$4,572 ","$7,880 ",,4.97 Years,7,Life of Rights,,,"$**,***","$10,000 ",4407,,,,,"$23,641 ",,,,,,,,,,,,,,
4053,"$6,400 ",4.74 x LTM,"$1,349 ","$1,041 ","$41,287 ",15.21 Years,77,Term Advance 10-Year,7.51,17-Jun-29,"$*,***",$970 ,4053,,7.51,,,,,,,,,,,,,,,,,
4144,"$56,000 ",5.31 x LTM,"$10,551 ",—,,1.91 Years,9,Life of Rights,,,"$**,***","$11,446 ",4144,,,"$19,816 ",,,,,,,,,,,,,,,,
4124,"$12,300 ",12.12 x LTM,"$1,015 ","$1,049 ",,7.14 Years,,Life of Rights,,,"$*,***","$3,000 ",4124,,,,"$9,395 ",,,,,,,,,,,,,,,
4396,"$14,300 ",9.39 x LTM,"$1,523 ",—,,7.82 Years,5,Life of Rights,,,"$**,***","$10,000 ",4396,,,"$2,283 ",,,,,,,,,,,,,,,,
4382,"$24,000 ",6.22 x LTM,"$3,860 ","$4,517 ",,10.54 Years,92,Term Advance 10-Year,10,8-Dec-31,—,"$10,000 ",4382,,10,,,,,,"$57,801 ",,,,,,,,,,,
4397,"$22,000 ",5.95 x LTM,"$3,696 ","$7,589 ",,3.78 Years,4,Life of Rights,,,"$**,***","$12,000 ",4397,,,,,"$22,766 ",,,,,,,,,,,,,,
4398,"$11,500 ",6.29 x LTM,"$1,830 ","$2,620 ",,3.79 Years,5,Life of Rights,,,"$**,***","$5,000 ",4398,,,,,"$8,418 ",,,,,,,,,,,,,,
4391,"$21,000 ",5.60 x LTM,"$3,751 ",—,,2.54 Years,14,Term Advance 30-Year,30,6-Dec-51,"$**,***","$15,000 ",4391,,30,,,,,,,"$7,946 ",,,,,,,,,,
3641,"$17,997 ",7.28 x LTM,"$2,471 ","$3,257 ",,2.89 Years,18,Life of Rights,,,"$**,***","$17,700 ",3641,,,,,,,,,,"$11,440 ",,,,,,,,,
4134,"$14,500 ",5.87 x LTM,"$2,468 ",—,,1.16 Years,10,Life of Rights,,,"$*,***","$2,024 ",4134,,,,,,,,,"$3,446 ",,,,,,,,,,
